SDTYPE,POP10,E0_0_0y,SE_E0_0_0y,CI_low_E0_0_0y,CI_high_E0_0_0y,E0_1_4y,SE_E0_1_4y,CI_low_E0_1_4y,CI_high_E0_1_4y,E0_5_14y,SE_E0_5_14y,CI_low_E0_5_14y,CI_high_E0_5_14y,E0_15_24y,SE_E0_15_24y,CI_low_E0_15_24y,CI_high_E0_15_24y,E0_25_34y,SE_E0_25_34y,CI_low_E0_25_34y,CI_high_E0_25_34y,E0_35_44y,SE_E0_35_44y,CI_low_E0_35_44y,CI_high_E0_35_44y,E0_45_54y,SE_E0_45_54y,CI_low_E0_45_54y,CI_high_E0_45_54y,E0_55_64y,SE_E0_55_64y,CI_low_E0_55_64y,CI_high_E0_55_64y,E0_65_74y,SE_E0_65_74y,CI_low_E0_65_74y,CI_high_E0_65_74y,E0_75_84y,SE_E0_75_84y,CI_low_E0_75_84y,CI_high_E0_75_84y,E0_85_upy,SE_E0_85_upy,CI_low_E0_85_upy,CI_high_E0_85_upy
SDELM,21709831.0,79.88860198865667,0.006498781750178378,79.87586437642632,79.90133960088703,79.40402738280183,0.006368947310493099,79.39154424607327,79.41651051953039,75.50109084220877,0.006367386276483816,75.48861076510686,75.51357091931068,65.60535700162751,0.006367618330352725,65.59287646970002,65.617837533555,56.03635111668994,0.00636433526423947,56.02387701957203,56.04882521380785,46.575217821824594,0.00636324828518153,46.56274585518564,46.58768978846355,37.18280599696976,0.00639677368668953,37.17026832054385,37.195343673395676,28.286360184010647,0.006531186099371419,28.273559059255877,28.299161308765417,20.068066881773515,0.006893073191029118,20.054556458319098,20.08157730522793,12.794407800779288,0.007766093928003922,12.7791862566804,12.809629344878175,7.303110968482434,0.010644742067445662,7.28224727403024,7.323974662934628
SDSEC,20379011.0,79.88319815421858,0.006796296268346802,79.86987741353262,79.89651889490453,79.3991271509692,0.006661171973447969,79.38607125390125,79.41218304803716,75.49528956042076,0.006659586451573896,75.48223677097567,75.50834234986584,65.59903092942048,0.006659859073313435,65.58597760563678,65.61208425320417,56.02495885595234,0.0066579620690715244,56.01190925029696,56.038008461607724,46.55640210410603,0.006658388390442158,46.54335166286076,46.5694525453513,37.15911695616632,0.006694617908085058,37.14599550506647,37.17223840726617,28.259577140421584,0.006836459123167355,28.246177680540175,28.272976600302993,20.047613444047897,0.007217395795742994,20.03346734828824,20.061759539807554,12.779589770082563,0.008134308635054845,12.763646525157855,12.79553301500727,7.289153266564309,0.01115723502502267,7.2672850859152645,7.311021447213354
SDUNI,268648854.0,78.5467389304404,0.0018516545261297434,78.54310968756918,78.55036817331161,78.14200467722821,0.0018031091015294908,78.13847058338922,78.14553877106721,74.26025459576314,0.0018018218446205253,74.25672302494769,74.2637861665786,64.38243075922445,0.0018011586349534303,64.37890048829993,64.38596103014896,54.874063677934025,0.001798141631940887,54.87053932033542,54.87758803553263,45.476984780288696,0.0017973024367542781,45.473462067512656,45.480507493064735,36.20757751827224,0.001805972989525247,36.20403781121277,36.211117225331705,27.50527260763971,0.0018439196169050345,27.501658525190578,27.508886690088843,19.523546717977066,0.0019490616439031387,19.519726557155014,19.527366878799118,12.483844116826196,0.002205438684302387,12.479521457004964,12.488166776647429,7.128459336737017,0.003052482950581342,7.122476470153877,7.134442203320157
