STATE,STATENAME,POP10,E0_0_0y,SE_E0_0_0y,CI_low_E0_0_0y,CI_high_E0_0_0y,E0_1_4y,SE_E0_1_4y,CI_low_E0_1_4y,CI_high_E0_1_4y,E0_5_14y,SE_E0_5_14y,CI_low_E0_5_14y,CI_high_E0_5_14y,E0_15_24y,SE_E0_15_24y,CI_low_E0_15_24y,CI_high_E0_15_24y,E0_25_34y,SE_E0_25_34y,CI_low_E0_25_34y,CI_high_E0_25_34y,E0_35_44y,SE_E0_35_44y,CI_low_E0_35_44y,CI_high_E0_35_44y,E0_45_54y,SE_E0_45_54y,CI_low_E0_45_54y,CI_high_E0_45_54y,E0_55_64y,SE_E0_55_64y,CI_low_E0_55_64y,CI_high_E0_55_64y,E0_65_74y,SE_E0_65_74y,CI_low_E0_65_74y,CI_high_E0_65_74y,E0_75_84y,SE_E0_75_84y,CI_low_E0_75_84y,CI_high_E0_75_84y,E0_85_upy,SE_E0_85_upy,CI_low_E0_85_upy,CI_high_E0_85_upy
24,MD,5465255.0,79.19196511416209,0.01622602270281792,79.16016210966457,79.2237681186596,78.79244437816718,0.015865365800826755,78.76134826119755,78.8235404951368,74.89975640660866,0.015861517005195676,74.86866783327848,74.93084497993884,65.01528065936539,0.015865428210124374,64.98418442007355,65.04637689865723,55.500534668556185,0.015849857228503152,55.46946894838832,55.53160038872405,46.121367676348136,0.015842810119282187,46.090315768514344,46.15241958418193,36.77544808064766,0.015924601681882918,36.744235861351164,36.80666029994415,27.9381018452021,0.016242043015670823,27.906267440891387,27.969936249512816,19.780695081931217,0.017098232719314373,19.747182545801362,19.814207618061072,12.538548667902964,0.019242118036329445,12.500834116551758,12.57626321925417,7.0181847324598765,0.02657464449716566,6.966098429245432,7.070271035674321
25,MA,6612503.0,80.68892209198242,0.010237487343979597,80.66885661678822,80.70898756717662,80.16839361736396,0.009917403121708475,80.14895550724542,80.1878317274825,76.26681010201432,0.009909002906504,76.24738845631757,76.28623174771107,66.36070415393384,0.009905842902080696,66.34128870184576,66.38011960602192,56.770793117220514,0.009881636665932286,56.75142510935529,56.79016112508574,47.3086035197262,0.009854012761266476,47.28928965471412,47.32791738473828,37.89346787441911,0.009884056378059627,37.87409512391811,37.91284062492011,28.910006452927124,0.010055400562972586,28.890297867823698,28.92971503803055,20.51837360225016,0.010512843868647781,20.497768428267612,20.53897877623271,13.09013031827736,0.01168360389595647,13.067230454641285,13.113030181913436,7.658858559308025,0.01581422524958019,7.627862677818848,7.689854440797203
26,MI,9410670.0,77.88786348899706,0.007296610899402192,77.87356213163423,77.90216484635988,77.53778841463998,0.006960286407628287,77.52414625328103,77.55143057599892,73.65416615395078,0.006939707127983272,73.64056432797993,73.66776797992163,63.788203092872244,0.006931297533937887,63.774617749705726,63.80178843603876,54.32608871631882,0.006884881649010836,54.31259434828676,54.339583084350885,44.98067797510698,0.006827423454475028,44.96729622513621,44.99405972507775,35.737787681429694,0.006815888609385196,35.7244285397553,35.75114682310409,27.057346331345165,0.006911174123775577,27.043800430062564,27.070892232627767,19.08398398838765,0.007271348967902872,19.069732144410562,19.09823583236474,12.131217150319797,0.008249909266761954,12.115047328156944,12.14738697248265,6.838795739304428,0.011743513575350846,6.8157784526967395,6.861813025912116
27,MN,5108592.0,80.67033683645121,0.011265312082093897,80.64825682477031,80.69241684813211,80.20628785778939,0.011086315195202647,80.18455868000679,80.228017035572,76.3128312458697,0.011083441361626138,76.29110770080092,76.33455479093848,66.4340676061036,0.011076961358824163,66.4123567618403,66.45577845036689,56.90362820127346,0.011069743591367302,56.88193150383438,56.925324898712546,47.38500917669683,0.011075962684196316,47.363300289835806,47.40671806355786,37.95031993159759,0.01111812179789552,37.92852841287372,37.972111450321464,28.966281942265105,0.011297176714524446,28.944139475904638,28.988424408625573,20.58859141618669,0.011800514341388003,20.565462408077572,20.61172042429581,13.237902204756223,0.013144656157309932,13.212138678687895,13.26366573082455,7.633309021350698,0.017773387335079223,7.598473182173943,7.668144860527453
28,MS,2891961.0,75.41715514144208,0.014069727154337063,75.38957847621958,75.44473180666458,75.18008904684399,0.013372634056598977,75.15387868409306,75.20629940959492,71.34998570174356,0.013361217074613931,71.32379771627733,71.3761736872098,61.50922194317282,0.013357654615392678,61.48304094012665,61.53540294621899,52.10928179875178,0.01332841979201261,52.08315809595943,52.13540550154413,42.91018789672475,0.013325942848105832,42.88406904874246,42.93630674470704,33.970189535751,0.013399503315482324,33.94392650925265,33.996452562249345,25.78809887131949,0.01377679156041511,25.761096359861078,25.815101382777904,18.442955454793477,0.014820646416497964,18.413906987817143,18.47200392176981,12.034642064675147,0.017225935934199087,12.000879230244117,12.068404899106177,7.120195535140342,0.025744457947430806,7.069736397563378,7.170654672717306
29,MO,5776116.0,77.3617001459112,0.009257924647956684,77.3435546136012,77.3798456782212,76.99236556191046,0.008943703720196398,76.97483590261888,77.00989522120204,73.11759955998113,0.008930913563699622,73.10009496939628,73.13510415056598,63.25638699084297,0.008922501971783499,63.238898886978276,63.27387509470766,53.84304588065752,0.008869609246527427,53.825661446534326,53.860430314780714,44.53800901851694,0.008826770580623708,44.520708548178916,44.55530948885496,35.37360492760187,0.008834964268809111,35.356288397635005,35.39092145756873,26.83543055575754,0.008989404768383277,26.817811322411508,26.853049789103572,19.04052820268845,0.009471125906543811,19.021964795911625,19.059091609465273,12.246478602576541,0.010726572725843344,12.225454520033889,12.267502685119194,7.115542589518632,0.015009708188471858,7.086123561469227,7.144961617568036
30,MT,1806093.0,78.8398566961945,0.012775468686303583,78.81481677756935,78.86489661481966,78.38759814693928,0.012450282868984114,78.36319559251608,78.41200070136249,74.51379297743803,0.012419196185859878,74.48945135291375,74.53813460196231,64.65802934843333,0.012399644341176207,64.63372604552463,64.68233265134204,55.22656352690586,0.012319826677491165,55.20241666661798,55.25071038719375,45.88553695739921,0.012281320494722796,45.86146556922955,45.90960834556887,36.7072469690099,0.0122662689875003,36.6832050817944,36.731288856225405,27.997390167615954,0.012441170840689167,27.973005472768204,28.021774862463705,19.790166785431317,0.013040197147343436,19.764607999022523,19.81572557184011,12.57415504074264,0.01461722280117887,12.54550528405233,12.60280479743295,7.090300776316614,0.02004759909896465,7.051007482082643,7.129594070550584
31,NE,1754573.0,79.18468721449605,0.015116509382906438,79.15505885610555,79.21431557288655,78.7553880630786,0.014705039643254049,78.72656618537782,78.78420994077938,74.8703799727911,0.01470058738848356,74.84156682150967,74.89919312407253,65.00316891916151,0.014691263511799443,64.97437404267838,65.03196379564464,55.529131931244805,0.014679788110884693,55.50035954654747,55.55790431594214,46.05244900041207,0.01468847601310742,46.02365958742638,46.081238413397756,36.70542519462,0.01474918624406151,36.67651678958164,36.734333599658356,27.8564862789978,0.015050055955294872,27.82698816932542,27.885984388670177,19.68916009764199,0.015873888026019967,19.65804727711099,19.72027291817299,12.568770350392946,0.018081831055884606,12.533329961523412,12.604210739262479,7.191188226423181,0.02505525254289007,7.142079931439117,7.240296521407245
32,NV,2397640.0,77.65440111943411,0.02582084959904179,77.60379225422,77.70500998464823,77.18393044827414,0.02516409521847287,77.13460882164593,77.23325207490235,73.29460139970972,0.025160125633618722,73.24528755346783,73.3439152459516,63.41246692581038,0.025155997175589327,63.36316117134622,63.461772680274535,53.90613924525784,0.025144378029067962,53.85685626432087,53.95542222619481,44.510608223086024,0.025211098979275908,44.46119446908664,44.560021977085405,35.278295907642516,0.025419157123981375,35.22847435967951,35.32811745560552,26.632337381758727,0.026170232903772662,26.58104372526733,26.683631038250123,18.75798885570811,0.028013693274917678,18.703082016889272,18.812895694526947,11.89404556146878,0.0326984225031623,11.829956653362581,11.958134469574977,6.651506773327105,0.048116228295181654,6.557198965868549,6.745814580785661
33,NH,1425902.0,80.20370277901287,0.02081376091507079,80.16290780761933,80.24449775040641,79.70128928916574,0.02033723314883493,79.66142831219403,79.74115026613745,75.81235849308017,0.020317328802501027,75.77253652862727,75.85218045753307,65.91493033883114,0.020306622483957894,65.87512935876258,65.9547313188997,56.35052822704506,0.020221698315437072,56.3108936983468,56.39016275574332,46.96458115634876,0.02013361228300731,46.92511927627406,47.004043036423454,37.56526794969079,0.020186893670674444,37.52570163809627,37.60483426128531,28.581058796467076,0.02053755510314594,28.54080518846491,28.621312404469244,20.18463730326488,0.02146545568846575,20.142565010115487,20.22670959641427,12.893629786619277,0.024079449173608217,12.846434066239006,12.940825506999548,7.421760191093077,0.032954859212430986,7.357168667036713,7.486351715149442
34,NJ,9966525.0,80.04678077865655,0.009319288524469393,80.02851497314859,80.06504658416452,79.54351014019431,0.009105518605488342,79.52566332372756,79.56135695666107,75.63634510523978,0.009102693061249341,75.61850382683973,75.65418638363984,65.7356386905165,0.009102037527864036,65.71779869696188,65.75347868407111,56.157767647199,0.009085046980597068,56.13996095511703,56.17557433928097,46.716132332984664,0.009061369499091202,46.698372048766444,46.73389261720288,37.29999897657408,0.009102910336722309,37.2821572723141,37.31784068083406,28.359908834824573,0.009279949978276181,28.341720132867152,28.378097536781993,20.06252322650071,0.009757536862019528,20.04339845425115,20.081647998750267,12.724719317916726,0.010942488441594334,12.703272040571202,12.74616659526225,7.32269281419552,0.01504392629960189,7.2932067186483005,7.352178909742739
35,NM,1943521.0,78.57353689515061,0.018123499266789425,78.5380148365877,78.60905895371351,78.0616465168115,0.01779119896385699,78.02677576684235,78.09651726678067,74.1662579411285,0.017787361690867,74.1313947122144,74.20112117004261,64.2780717573929,0.017778867197978936,64.24322517768485,64.31291833710094,54.79466494058979,0.017730201811995885,54.759913745038276,54.829416136141305,45.51611580219612,0.0177266795130718,45.4813715103505,45.55086009404174,36.39640544146422,0.017829827026779908,36.361458980491726,36.43135190243671,27.851931005633592,0.018237291702950926,27.816185913895808,27.887676097371376,19.87370684443338,0.019363899217349805,19.835753601967372,19.911660086899385,12.676770099216833,0.021325913578240256,12.634971308603482,12.718568889830184,6.999371964594157,0.029453218474125527,6.941643656384871,7.057100272803442
36,NY,18704905.0,80.64362584038786,0.009333829327435565,80.62533153490608,80.66192014586963,80.15749780605674,0.009184280718440931,80.1394966158486,80.17549899626488,76.26373292459917,0.009182160455864495,76.24573589010568,76.28172995909266,66.37202295333763,0.00917876221010553,66.35403257940582,66.39001332726944,56.78624015465463,0.00918096114925132,56.76824547080209,56.80423483850716,47.27969182414987,0.009197071293293545,47.26166556441502,47.297718083884725,37.867159400168035,0.009257991449406509,37.8490137369272,37.88530506340887,28.955380591347566,0.009474918560940614,28.936809750968123,28.97395143172701,20.733841123491406,0.010018471866468764,20.714204918633126,20.753477328349685,13.471958114729802,0.011268063537783899,13.449872710195745,13.494043519263858,7.92315894146482,0.015143626843228258,7.893477432852093,7.952840450077547
